yarn_company_name,n
Patricia Roberts,5
Patte de Velours,41
PattyCakes Yarn,1
Paude's Passion,1
Paula & Konsorten,1
Pause sur le Temps,11
Paw Ply Yarn Co,2
Pax Fibers,1
Pazinka,3
PeCore,3
Peace Fleece,2
Peace Love & Yarn,8
Peace Love And Fiber,1
Peace and Wool,11
Peacecat Handcrafts,1
Peaceful Pastures Alpaca,2
Peaceful Yarns,2
Peach Queen Yarns,4
Peaches & Creme,3
Peachy Knits Yarns,1
Peak District Yarns,9
Pear Tree,9
Pebblemill Yarns,2
Pecci Filati,27
Pecora Yarns,1
Peddlers Pack,1
Peekaboo Yarns,7
Peenvillane Lõng,2
Peepaloo Fields,8
Peerless Yarn,2
Pegasus,2
Peggy Jane Fibers,1
Peggy May Yarns,2
Pelote Classique,1
Pelson Vankila,1
Pembroke Farm,1
Pendleton,4
Penelope & Natalia,2
Penelope's Fine Yarns,4
Penguin Wool,1
PenguinSoup,5
Penny Lane Yarns,7
PennyRose Yarns,2
PeoniaFibers,2
Peony Dyes,1
PepperPants Fiberworks,1
Pepperberry Knits,1
Pepperell Braiding Company,2
Pepperell Crafts,1
Peppermint Knits,4
Per Aarskog,2
Per Tryving,11
Perchance To Knit...,10
Perfect Pear,2
Perfect Peds,2
Perfect Retail GmbH,3
Perfetti Matasse a Colori,2
Performance,18
Performance Yarn,3
Peria,14
Perlita,1
Permin,28
Perran Yarns,12
Perriam,1
Persimmon Tree Farm,6
Peru 4 Less,1
Peru Naturtex,5
Peruvian Connection,2
Peruvian Link,2
Peruvian Wonders,2
Peter Pan,7
Peterle Wolle,15
Petit Bout de Laine,11
Petra Perle,1
PetrichorYarns,23
Petunia,1
Pew Pew Dye Dye Dye,1
Pflanzenfärberei Kroll,5
PhDYarns,4
Phancee Yarn,1
Phantasmagorical,1
Phentex,3
Phildar,121
Phileas Yarns,8
Philippine,1
Philmont,1
Philter Yarns,1
Phirble,1
Phoebe & Mercy Yarns,6
Phoenix Dye Works,4
Phoenix Farm Fiber,1
Phoenix Flats,2
PhoenixFiberCo,3
Phun With Phiber,1
Phydeaux Yarn,25
Piacenza,1
Pica Pau,2
Pichinku Fibers,6
Pichinku Yarn,1
Pick Up Sticks,2
Picket Fence Fiber Studio,2
Pickle Dyeworks,3
Pickle and Co Fibres,3
Pickles,12
Pictured Yarns,5
Piece of Petrol,1
Piedmont Yarn,6
Pierre Cavallo,2
Pierre-Alexandre Baril Créations,2
Pierrot Yarns,269
Pigeonroof Studios,54
Piggy Yarns,5
Pigment & Ply,7
Pigmint Yarns,1
Pihlajasaaren Lammastila,1
Piiku,3
Pilana,1
Pilmaiquen,1
Pine & Sparrow Fiber Co.,3
Pine Tree Yarns,4
Pine Woods Yarn,2
Pineapple Yarn,9
Pinestar Studio,3
Pink Adobe Dyeworks,5
Pink Carrot Creations,1
Pink Chameleon Hand Dyed Yarn,4
Pink Cottage Yarn,1
Pink Dandelion Yarns,3
Pink Queen Yarns,12
Pink Squirrel Yarn,1
Pink Unicorn,2
Pinkamingo,2
Pinnsvin Design,2
Pino,6
Pinori Filati,6
Pipa Yarns,17
Pipkin Dye Works,1
PippiKneeSocks,3
Pirate Purl Yarns,4
Piratenwolle,12
Pirates Yarrrn,3
Pirkanmaan Kotityö,4
Pirkka Puuvillalanka,1
Pirtin Kehräämö,18
Pitchfork Fiber,1
Pitwillow Alpacas,1
Pixel Atlantis,4
Pixie Knits,14
Pixie Yarn,5
Plaetzsch,3
Plaid Enterprises,2
Plain & Fancy Sheep & Wool Co.,3
PlainJaneCraft,2
Planet Earth Fiber,3
Planetariumfish,1
Plant-Dyed Wool,3
Plassard,145
Plaw Hatch Flock,1
Play at Life Fiber Arts,22
Playful Day Yarns,9
Playing with String,4
Plays Well With Colors,2
Please Stand By Yarns,5
Plied Together,4
Plied Yarns,2
Plies & Hellhounds Yarn,11
Plimoth Plantation,1
Ploome Fiber Arts,1
Pluckyfluff,1
Plumknit,9
Plymouth,2
Plymouth Yarn,156
Plystre,3
Pocono Alpacas,1
Poetry In Motion,3
Polanil,1
Polar Bear Yarns,2
PolarKnit,3
Polesie,3
Polgat,1
Politically Incorrect Fibers,6
Polka Dot Creek,5
Polka Dot Sheep,11
Pollyorange,3
Polo&Co,18
Polymorph Dye Works,2
Pomme de Laine,6
PondeRosa,18
Pondering Rock Farms,1
Pook,1
Pook Yarns,13
Poopy Pants,1
Poppy Shop Yarn,1
Poppy Yarn and Fibre,28
Poppy and the Professor,1
Poppy's Pompom,1
Poppyfibers,5
Poppy’s Pompom,1
Porcs-épics Tricoteur,1
Port City Dye Works,1
Porta Craft,9
Porter Wool Co,3
Portfio,1
Posh Fibers,4
Posh Yarn,66
Positive Ease,4
Potentiality,2
Potion Yarns,12
Potluck Yarn,8
Potomac View Dyeworks,1
Poundland,1
Poundstretcher,20
Povetkina's Dyeworks (YarnLux),7
Powder Puff Pacas,1
Powerful Yarns,2
Poyeng,7
Pradhan Embroidery Stores,6
Prado de Lana,8
Prado de Lana Sheep Farm,1
Praefatio,6
Prairie Daisy Handspun,2
Prairie Dye Studio,6
Prairie Fibre Mill Inc,1
Prairie Retreat Farm,1
Prairie School Farms,1
Prairie Spirit Alpacas,3
Prawelewe,1
Prego,2
Premier Yarns,65
Premium Yarn,1
Presencia,13
Prestige Fibres,1
Prestige Yarns,5
Pretty Ewe,2
Pretty Knitty,2
Pretty Please Yarns,1
"Pretty Punch Shoppettes, Inc.",1
Pretty Purly,1
Pretty Southern,1
Pretty Twisted Yarns,6
Priadka Handspun Art,4
Prim Peacock,1
Prima Création,1
Prima Lana,2
Primrose Yarn Co.,24
Prince Yarns,9
Princess P | Indie Dyer,4
Princesse des Neiges,1
Printemps,1
Prism,30
PrismaFiber,2
Pro Lana,97
Proclamation Fibers,1
Prodigy Yarns,2
Profilo,1
Project B,6
Project Weekend,1
Projet Laine,2
Projo,3
Promofil,1
Promotion,1
Pronkers Suri Resort,1
Pronkin Pastures Alpaca Ranch,1
Propaganda Yarn,5
Propanicus Moon,14
Prosper Yarn,14
Provenance Mill,2
Provo Craft,2
Prunelle Création,2
Prunelle Liévaux,2
Pryazha ot VizEll,9
Prym,2
Psych Ward Yarns,3
Pucker Brush Farm,4
Puff the Magic Rabbit,3
Puffala,15
PugLove Dyeworks,1
Pulse,1
Pulsen Design,1
Pumpkinhaus,3
PunkRock Unicorn,8
Punta Yarns,41
Punto Caché,1
Puntos y Tramas,1
Puppets,7
Puppy,60
PurPle Laines,10
Pura Hilados,10
Purafibra,5
PureKnit by Hafenbradl,1
Purely Gorgeous,1
Purin,1
Purl Alpaca Designs,3
Purl And Knit Yarns,17
Purl Moon Fibers,3
Purl Pointe Private Label,1
Purl Soho,38
Purl Yarns NZ,1
Purl and Ply,3
Purl&Jane,1
Purl's Yarn Emporium,3
PurlVerde Textiles,1
Purled Poodle,1
Purling Dervish Designs,2
Purls Before Wine,3
Purls and Postulates,5
Purls of Yarn,2
Purlsoup Fibers,2
Purly Shell Pirate Dyed,7
Purple & Purls,4
Purple Fleece,7
Purple Goddess Design,6
Purple Lamb,9
Purple Sprouting,9
PurpleYarns,3
Puzzle Tree Yarns,6
Pyxidis Yarns,1
Pôle Laines,4
Pôles Laines,2
Q-Lana,27
QJH,2
Qifa,1
Qing Fibre,31
Qitura Rose,5
Qiveut Designs,1
Qiviuk Boutique of Alaska,8
Qiviut Inc.,1
Qiviut Online,1
Quadrille Publishing,1
Quaere Fibre,14
Quaint Acres Alpacas,3
Quaint Craft Corner,1
Quaking Maples Farm,2
Qualifios,2
Qualitas,1
Quality Alpaca,1
Quartermoon Fiber Company,1
Queen Bee Yarns,2
Queen Big Ears Fiber Co,2
Queen City Yarn,15
Queen of Purls Hand Dyed,3
Queen's Yarn Boutique,7
Queenie Crochet,6
Queens County Yarn Company,1
Queensborough Farm Alpacas,13
Queensland Collection,34
Quenouille et Mousseline,3
Quenti Alpaca,1
Querstricker,4
Quickstrick,5
Quietschwolle,1
Quill & Quiver Fiber,1
Quillin Fiber Arts,10
QuilteHuset,1
Quilted Raven,1
Quince & Co.,22
Quinnehticut Woolen Co.,2
Quintessence,2
Quirky Fiber Werks,1
Quirky Paintbrush,1
Quixotic Fibers,12
R & M Yarns,3
R & N Brännvall,1
R.H. Lindsay,1
REWE-Zentral AG,2
RMR Yarn Co.,1
RSK greenshop,4
Rabbit Ridge Designs,7
Rabbit Tree Farm,1
Rabbitworks Fibre Studio,2
Rach-Al-Paca,4
Radford Yarns,1
Radiant Twist,6
Radiant Yarnworks,26
Radioactive Rabbit Hand Painted,2
Radius,3
Raeslace,2
Raffaele Vitolo,1
RaggZ Fiber Art,10
Raijan Aitta,2
Rain's Obsessive Stitchery,25
RainCity Fiber Arts,15
RainCityKnits ☂,11
RainboWool,3
Rainbow,1
Rainbow + Sprinkles,1
Rainbow Bird,2
Rainbow Farms Pygora,2
Rainbow Fleece Farm,2
Rainbow Fusions,5
Rainbow Gallery,1
Rainbow Hand Dyed,2
Rainbow Heirloom,16
Rainbow Mills,8
Rainbow Peak Yarns,9
Rainbow Twist Handspun,5
Rainbow Wools,6
Rainbow Yarns,1
Rainbowlicious Yarns,1
Rainbows + Sprinkles,1
Rainbows and Ringlets,2
Raincloud & Sage,5
Raindrop Yarns,5
Rainey Creek Fiber,2
Rainshadow Fibers,5
Rainwater Fibers,1
Rainy Day Fiber Co,2
Rainy Day Yarn,3
Rainy Day Yarns,9
Ram,4
Rambler's Way,2
Rambling Rose Yarns,5
Ramen Needles Yarn & Fiber,3
Ramino,1
Ramsey Yarn Co.,4
Ranch of the Oaks,12
Ranching Tradition Fiber,3
Rapallo,1
RappelBobbel,2
Rase Hall Studios,2
Raspberry Dye Works,3
Raspberry Knitting Dye Works,1
Rauma,33
Raumer S.p.A,2
Rauwerk,4
Raveling Rose,3
Raven Fiber Arts,1
Raven Frog Fibers,14
Raven Moon Dyeworks,1
Raven Ridge Fiber Arts,7
Ravenna,1
RavensWood Fibre Co.,9
Raventwist,11
Ravenwood Cashmere,2
Rawfish Designs,1
Raxor Yarns & Fibres,3
Razzle Dazzle,1
RazzyTazzyKnits,1
ReBelle,3
ReSkein,3
ReStitch Yarn,1
ReTwisst,6
Reaction Dyeworks,2
Reaction Yarns,1
Ready Or Knit,1
"Real Indigo Co, UK",1
Real Quality,3
Rebecca Pick,6
Rebel Purl,4
Rebel Woolworks,4
Rebel Yarn,4
Record,2
Red Arrow Dye Shop,1
Red Barn Farm,1
Red Barn Yarn,14
Red Bird Knits,1
Red Corset Designs,1
Red Dog Wool,1
Red Door Fibers,3
Red Door Fibre Studio,8
Red Door Hand-Painted Yarns,1
Red Fox Fibres,3
Red Head Fibers,1
Red Heart,67
Red Island Fibre,2
Red Riding Hood Yarns,24
Red Rocks Fiber Works,10
Red Rosa Alpacas,1
Red Sheep,1
Red Sock Blue Sock Yarn,12
Red Stag Fibre®,11
Red Umbrella Yarn,4
RedFish Dyeworks,9
RedThread,1
Redbird Yarn Studio,1
Reddy,5
Reflections at Roclans,3
Regenbogenwolle,1
Regensburger Ötztaler Schafwollzentrum,3
Reina,2
Rejuvaknit™,1
Rellana Garne,147
Rema 1000,4
Remateks,2
Rembrandt Yarns,4
Renaissance Dyeing,8
Rendez-vous,1
Rendezvous,22
Renegade Yarns,1
Renninger Wool Company,1
Repco,1
Republic of Wool,4
Republica Unicornia,12
Res Naturae Yarns,2
Retold Yarns,5
Retro Baby,15
Retrosaria,26
Revelations of a Delusional Knitter Yarns,1
Revesderecho,20
Revive Designs NZ,3
Rewollution,1
Reywa Fibers,4
Rhapsody Fiber Arts,8
Rhapsody in Hue,9
Rhapsodye Yarns,7
Rhino DyeWorks,4
RhythmKnits,4
Rhönschafladen GbR,2
Rial SNC,11
Rice Paddy Yarns,1
Rich Hill Yarns,1
RichMore,32
Richard Simon,6
Richard Wernekinck,4
Ricignolo 1928,2
Rico Design,186
Ridgetop Fibre Studio,2
Ridgevale Wool,1
Rieger Betten,3
Riesaer Betten,4
Right Side Yarns,2
Riihivilla,9
Riikka-Piikan,1
Riikka-Piikan Hip hei,1
Rikker Gyapjúfonó,3
Ring of Fiber,2
Ring of Fiber Handspun,1
Ring-a-Rosie,18
Rintalan Tila,14
Rio Grande,10
Ripples Crafts Hand Dyed Yarns,25
Risata,1
Risby Flock,2
Rising International,1
Rising Meadow Farm,2
Rising Star Alpacas,1
Rising Tide Fiber Co.,12
Rita 617 手染線,1
Rita Mae Yarns,9
Ritual Dyes,13
Ritual Fibre Arts,1
Ritz Fiber,1
Rivendale Farms,2
River City Yarns,9
River's Edge Fiber Arts,14
RiverKnits,12
RiverPoet Fiber and Yarn,6
Riverhart,1
Riverside Studio,20
Riverslea Farm,3
Riverstone Yarns,4
Riverwinds Farm,1
Riviera Yarns,2
RoadTrip,1
Robert Glew & Co,1
Robert Sinskey Vinyard,1
Roberta Rae Fibers,1
Roberta di Camerino,4
Roberts Arts & Crafts,1
Robin,19
Robin Dodge at One Sheep Hill,5
Robin J. Edmundson,6
Robin Pascal,1
Robin Turner,7
Robin's Nest Fiber Arts,3
Robin's Promise Yarn Co.,5
Robincat Yarns,7
Robin’s Nest Fiber Arts,2
Robosheep Yarns,3
Roby,4
Roby Lane di Qualita,1
Rocaro Alpaca,1
Rock Creek Yarn,11
Rock and String Creations,9
Rock the Wool,4
RockTheWool,4
Rockabilly Yarn,1
Rocket Yarn,2
Rockin' Wool Yarns,3
Rocking Yarns,1
Rocking the Wool,3
Rocksheep,5
Rocky Mountain Dyeworks,16
Rocky Mountain Fiber Arts,1
Rodina Yarns,2
Roe of Purls,2
Rofil Wool Yarn Company,1
Rogue Adventures,9
Rogue's Yarn,1
Rohrspatz & Wollmeise,10
Roll up the Sheep,4
Rolling E Ranch,1
Roman Hills,16
Romanina Lanas,7
Romanofir S.A.,4
Romney Marsh Wools,6
Romney Ridge Farm Yarn Co.,11
Romni Wools,13
Rondo,2
Rooster,11
Roosters Folly,1
Roots & Rain Yarns,7
Roros Tweed,1
Rorschach Fibers,1
Rosa,1
Rosa Lind,1
"Rosabella, Threads of Pure Luxury",3
Rosapanda,10
Rosas Crafts,36
Rose Cocktail,1
Rose Hill Yarn,7
Rose Hip Island,18
Rose Lorine Yarn,2
Rose Unraveled,1
RoseSpring Farm,2
Rosebriar Fibre,1
Rosecolor,1
Rosedean Ryelands,2
Rosehaven Alpacas,2
Rosemary & Pines Fiber Arts,2
Rosewood Farms,2
Rosewood Wool,4
Rosie's Moments,28
Rosie's Studio,7
Rosie's Yarn Cellar,1
Ross Farm Fibers,13
Rossan Knitwear,1
Rossmann,1
Rosy Green Wool,6
RosyGarn,7
RosyRetro,2
Rosários 4,106
Rot & Weiß 阿紅與阿雪,2
Rotex,1
Roubaix Wool Co.,1
Round House Alpaca Farm,4
Round Mountain Fibers,9
Roundabout Yarn,1
Roundaboutyarn,3
Roving Acres,2
Roving Winds Farm,2
Rovings,5
Rowan,72
Rowan & Raven Yarn,6
Rowan Mills,1
Rows & Roses,1
Roxy Fibres,1
Royal Class,1
Royal Fiber Spinnery,4
Royale Hare,12
Royd Moor Yarns,5
Roz Houseknecht Handweaving,4
Rozetti Yarns,16
Ruataniwha Dye Studio,15
RuataniwhaDyeStudio,1
Rubus,8
Ruby Sapphire Yarns,4
Ruby and Roses,7
Ruby and the Yarn Co.,3
Rude Poodle Yarns,1
Rudi Künzl,1
Ruffles Crochet Crafts,2
Rug Crafters,1
Rui Knits,2
Rumpleknitspin,1
Runakay Alpaca,1
Rundle Knitting Co.,2
Running On Yarn,2
Running Wild Farm,3
RunningYarn,2
Ruppert Garne,8
Ruskanlehti,19
Ruskovilla Oy,3
Russty Yarns,3
Rusta,18
Rusty Ferret,9
Rusty Rocks Farm Alpacas,3
Ruth and Belinda,2
Ruukin Kehräämö,1
Ruukin Kehräämö ja Puoti,1
Ruyi Bird 如意鸟,1
Ruzicka,1
Rva Silmusolmu,15
Ryan Yarn,2
Ryan Yarn Co.,3
Ryberry Yarns,5
Rêves Pastel,7
Rössler Garn GmbH,1
S & S Camelid Co.,1
S + S,1
S Twist Wool,8
S&S Worldwide,1
S. Sue,1
SCYarn,1
SDS s.r.o.,4
SFUMATURE by Teresa Colantonio,1
SHOKAY,3
SILF Butterfly,1
SIŪLAS,4
SKEINO,13
SKIF International,1
SKeW,5
SOLsilke,4
SPACE!Romantic,3
SSK Yarners,4
STRAND,1
STRAND Yarnworks,2
STRANDavarious,10
STRIKKS,1
SUNTQ,1
Sa Sa handmade,2
SaDi's Hexenkessel,4
Saarikosken tila,1
Saber Fazer,1
Sabine Curiouser,2
Sable Yarns,3
Saco River Dyehouse,3
Safira,1
Safronie,5
Saga Hill Designs,2
Sahilba,1
Saibei,1
Saints & Acorns,2
Sajet,7
Sajnóg,1
SakinaNeedles,3
Sakura Sunset Yarns,1
Salinerito,1
Salish Sea Yarn Co,1
Sally Matyshak,1
Sally Ridgway,3
Salsamelie,2
Salt City Fiber Works,1
Salt River Mills,6
Saltwater Indie Yarns,1
Saltwater Yarns,5
Salva a Lã Portuguesa,1
Salvaterra,1
Samelin Dyeworks,11
Samsung Textiles,3
Samurai Knitter,2
San Factone’s,1
San Juan Woolworks,1
San Marcos,1
Sand And Sky Creations,1
Sand in my Stitches,1
SandCoast Skeinery,4
Sandilane,12
Sandnes Garn,50
Sandpiper Yarns,2
Sandrasingh.com Yarn,4
Sandstone Ranch,1
Sandy's Handspun,1
Sandy's Palette,7
Sangaste Villaveski,1
Sanjo Silk,7
Sanli,2
Sanne Fjalland Knit-Wear,1
Sannsticks,4
Sanong,1
Santa Creek Creations,3
Santo Amaro,1
Saori,1
Sapphires-n-Purls,2
Sara Sol,1
Sara's Texture Crafts,11
Sarabee Designs,1
Sarah Brown Design,5
Sarah Durrant,1
Sarah Dyed,5
Sarah Elizabeth Fibre Works,2
Sarah's Yarns,11
Saredo -されど-,6
Sari,1
Sarlag,4
Sartell Farm,2
Sasa Handmade,1
Saskapaca,1
Sassa Lynne,1
Sassy Black Yarns,3
Sassy Songstress Yarns,1
Sassy Strings Yarn Studio,4
Sataknits,1
"Sato Seni Co., Ltd",1
Savage Hart Farm,1
Savannah Breeze Alpacas,1
Savannah Yarn Stories,1
Savvy Skeins,6
SavvyMinx,1
Sawkill Farm,5
Sawtooth Fibers,2
Scala,5
ScandinaviU,6
Scandinavian Hand Dyed,3
Scandinavian Weave and Knit,9
Scanfil,3
Scarlet Fleece,9
Schaap & Draak,8
Schaapjeswol,2
Schachenmayr,108
Schachenmayr Regia,157
Schachenmayr SMC,18
Schachenmayr select,15
Schaf am Deich,2
Schafenfreude Fibers,4
Schaffhauser Wolle,6
Schafwollspinnerei Höfer GmbH,3
Schapekop,1
Scheepjes,105
Schefer's,2
Schewe,63
Schibot Garne,6
Schlickergarne,1
Schlosspartie Wolldesign,2
Schmusewolle,25
Schmutzerella Yarns,16
Schoeller+Stahl,85
School Products,38
Schoolhouse Press,4
Schoppel-Wolle,96
Schulana,61
Schwedenrot Yarns,15
Schönbuch,4
Schönfärberei,6
Science in Stitches,1
ScienceMonkey Fibers,2
Scintilla,1
Scout Knits,3
ScreamingColours,8
Screen,1
Scribbles and Knits Fibers,1
Scruffy Dog Yarn,2
Scrumptiouspurl,7
Sea Change Fibers by The Dye Project,17
Sea Dragon Yarns,4
Sea Side Fiber Arts,2
Sea Star Handpaints,5
Sea Turtle Fiber Arts,15
SeaScape Yarn,2
SeaShorn,1
Seacoast Handpainted,8
Seagull,2
Sealy MacWheely,3
Seam,105
Sean Sheep,16
Seasons Yarn,3
Seattle Sky Dyeworks,4
Seawall Fibres,8
Second Chance Skeins,1
Secret Stash Sock Yarn,8
See Jayne Knit,16
SeeMe,1
Seehawer & Siebert,18
SeelenWolle,1
Sego Fibers,1
Seidenhase,4
Seidenwerkstatt,1
Seismic Yarn & Dyeworks,20
Seitex,1
Selah,15
Selanusa,3
Selavis Wollideen (Ebay),1
Selbstgezaubert,2
Selbu Spinneri,5
Seldom Scene Farm,1
Selfmade by Petra,1
Selvstrik.dk,1
Semco,2
Sempati,3
Sephyra,2
"Seppälän Lammastila, Miehikkälä",1
September Yarn,2
Sequoia Dyeworks,3
SeraCraft,8
Serafina*,7
Seraphita,1
Seren Yarns,1
Serendipidye,7
Serendipitous Wool Company,10
Serendipity,1
Serendipity in South America,1
Serenity Fibers,7
Serenity Sheep Farm Stay,1
Serenity Stitches,5
Serenknitty,6
Sericin Silkworks,14
Sesia,84
Seven Days,1
Seven Oaks Ranch,1
Seven Sisters Arts,21
Seventh Magpie Studios,5
Sew Happy Jane,18
Sewing Box,1
Sewing Solutions,1
Sewlivi Dyes Yarn,2
Sewrella Yarn,15
Sfer,1
Sha Sha,1
Shadawyn Fiber Arts,2
Shades of Cashmere,4
Shades of Light,11
Shady Grove Alpacas,1
Shady Haven's Fiber Designs,2
Shady Side Farm,1
Shadyside Farm Studio,9
Shaggy Bear Farms,10
Shaina Bilow Designs,1
Shaker Yarn,2
Shakun Cashmere Spinning Co. Ltd,2
Shaky K Fibers,18
Shalimar Yarns,11
Shall We Knit?,2
Shamarra Alpacas,1
Shameless Twist,9
Shamrock Yarns,1
ShamuMakes,3
Shangdrok,4
"Shanghai Mommy Love Cashmere Products Co., Ltd.",1
"Shanghai Queen Wool Yarn Co., Ltd",1
Shangri-La Crafts,1
Shani wool,3
Shantiknits,2
Sharing,1
Sharpin Designs,1
Shason Inc,1
Shasta Daisy Knits,8
Shattered Spindle,2
Shayla's Stitchery,3
Sheared Bliss Fibers,1
Shed Chetwyn Farms,4
Sheena Anne,7
Sheep Dreamery,8
Sheep Graffiti,13
Sheep Happens,2
Sheep Thrills,2
Sheep Thrills for Ewe!,2
Sheep To Shawl,1
Sheep Yarns,2
Sheep of a Different Color,3
Sheep on Mars,5
SheepStrings Yarn Art Studio,3
Sheepfold,5
Sheeping Beauty,1
Sheepish Creations,8
Sheepish Fibers,1
Sheepish Fibre Art,2
Sheepish Grin Knit Company,6
Sheepish Woollens,1
Sheepish Yarn Co,4
Sheepish by Sarah,2
Sheepland,4
Sheeps and Peeps,1
Sheeps of Egyptian Cotton,1
Sheepscot Harbor Yarns,1
Sheepspot,6
Sheepwrecked in Bermuda,2
Sheepy Eyed Knitterie,1
Sheepy Fibres Etc,2
Sheepy Time Knits,25
Sheepy Valley,1
Sheikh,3
Shekinah's Alpacas,1
Shel B. Yarn,1
Shelby B's Designs,6
Shelly Dyes,1
Shelridge Yarns,11
Shenandoah Fiber,3
"Shenanigans Yarn, inc.",8
Sheng Kailun | 圣凯伦,1
Sheng Tang Fang Zhi (盛唐纺织),2
Shenshi 绅士竹碳棉,1
Shepard's Wool,1
Shepherd,5
Shepherd's Choice,2
Shepherd's Cottage Wool,1
Shepherd's Cross,2
Shepherd's Hey Farm,3
Shepherd's Lamb,4
Shepherdess Australia,9
Sherlin Alpaca Yarn,1
Sherry Iris Designs,7
Sherwood Fiber Arts,1
Sherwood Yarn,6
Shetland Organics,2
Shetland Sheep Wool Company,1
Shibui Knits,12
Shilasdair,13
Shiloh Wool,2
"Shilpa from Bengal Industries, India",1
Shiny Sheep Designs,1
ShinyCrowStudio,2
Shinyyy,2
Shipwrecked Sheep,11
Shipyarn,2
ShireKat Yarns,6
Shirefolk Yarn,1
ShirelStitches,1
Shirley Brian Yarns,24
Shirley's Bison Yarn,1
Shirsty Cat Designs,10
Shishang Wool,1
Shivaya,1
Shoalwater Bay,1
Shooting Yarn,1
Shorelines & Strata - TJFrogWool,1
Shorn Fibers,17
Show Me Yarn,8
ShowReel Studios,2
Shuford Yarns LLC,1
Shunklies,3
Shutters and Shuttles,1
Shuttles & Needles,2
Shy Violet,6
Si,1
Sian's Yarns,4
Sianny's Yarnys,1
Sidispinnt,14
Sierra Pacific Crafts,23
SierraYarn,2
Signatur Handknits,1
Siidegarte,8
Silag Handels AG,1
Silent Knits,1
Silent Valley Alpaca,2
Silk City Fibers,18
Silk Fabrics India,1
Silk Knitting Yarn,1
Silk Road Needlearts,1
Silk Tree,2
SilkAndShine,1
Silke by Arvier,39
Silkindian,25
Silkkivilla,1
Silkwood,1
Silkworm Studios,4
Silly Goose Yarns,2
Silly Sheep Designs,1
Silmukka,2
Silver Cloud Farms,1
Silver Creek Yarns,3
Silver Heart Ranch,1
Silver Key Stitches,4
Silver Oak Farm,1
Silver Rose Ranch,1
Silver Sun Alpacas,1
Silver Threads & Golden Needles,7
Silver Tree Yarns,2
Simco,1
Simis Sockenwolle,2
Simpkins,1
Simple Hill Farm,1
Simple Scarves,4
Simple Sorcière,1
Simple Stylish Knitting by DeAgostini,2
Simply Ewe Fiberworks,1
Simply Shetland,2
Simply Socks Yarn Company,15
Simply Stylish Knitting,1
Simply Twisted Yarn,2
Simpsons,1
Sin City Yarn,5
Sincere Sheep,36
Sinew & Stone,2
Sinful Yarn,1
Sinfully Soft,3
Single Twist,6
Sinister Yarns,5
Siobhan Crafts,4
Siobhanscrafts,9
Sionnach Yarns,5
Sirdar,144
Siren Fiber Arts,4
Siren Strings,1
Siren Yarn Co.,2
Sirena Nicole Hand Dyed Yarn,1
Sirri,4
Sirritogv,2
Sister Ananse Yarn,4
Sister Wolf,1
Sisteresque Fibers,1
Sisu Designs Hand Dyed,1
Six Degrees Arts,1
Six Dutchess Farm,1
Six Fingered Kitty,1
Six Swans,2
Six and Seven Fiber,11
Sjmz,1
Sjöalyckans,2
Sjølingstad Uldvarefabrik,3
Skappelstrikk,1
Skaska Designs,12
Skein,25
Skein Deep Yarn,1
Skein Heroine,5
Skein Lane Studio 101,1
Skein Queen,46
Skein Study,8
Skein and the Stitch,1
Skein or Shine,4
Skeincocaine,12
Skeindalous,7
Skeindinavian Knits,1
Skeined Alive Yarns,6
Skeinhawk Yarns,1
Skeinny Dipping,16
Skeins,4
Skeins in the Stacks,4
Skeinz,53
Ski Yarn,18
Skileyknits Fiber Arts,6
SkillfullyTangled Yarn,5
Skimikin Studios,3
Skinny Hooker Creations,1
Skip Rope Yarn Co,1
Skippy Yarn,1
Skirted Fleece Mill,5
Skudderia,20
Sky Loom Weavers,3
Skydance Fibers,1
Skye Castle Yarns,1
Skymnings Gotland,1
Skåningsmåla,1
Slam Fiber Co.,4
Slavica Yarns,8
Sleep Season Goods,5
Sleeping Bear,1
Sleeping Cat Designs,2
Sleeping Dragon,4
Sleepy Eyes,1
Sleepy Fox Yarn Co,1
Sliver Moon Farm,18
Slonim Worsted Spinning Mill,5
Slot Breimode,2
Small Fish Yarns,2
Smash Knits,8
Smile,1
Smiling Dog Yarn,1
Smith KREKK Alpacas,1
Smith River,1
Smith and Ewe,3
Smokey Hollow Yarns,1
Smoky Mountain Fibers,2
Smudge Yarns,4
Smudged Yarns,3
Smuksak,5
Snaeldan,7
SnailYarn,21
Snallygaster Fibers,11
Sneaky Pig Yarns,1
Snerb Yarn & Fiber Studio,1
Snicklefritz Yarns,6
Snow Capped Yarns,6
Snow Diamond Alpacas,1
Snow Leopard Trust,2
Snow Star Farm,1
Snowberry & Lime,4
Snowfield Alpacas,1
Snowshoe Farm,2
Snug as a Bug in a Rug,1
Snugglebots,2
Snuggly Stars Yarns,9
So Crafty,24
So'laines by Chlo,2
Soaked String,2
Soc una Troca!!!,7
Society Socks,1
Sock Yarn Maniac,1
SockBunny Studios,6
SockObsession Yarns,19
SockYarnManiac,1
Socken-Wahnsinn,1
Socknrolla,7
Sockpaw Yarncraft,1
Socks & Co,1
Sockwave,2
Sodudette,2
SofiaÅsktå,1
Soft Feather International,9
Soft Like Kittens,7
Soft Rainbow Yarns,4
Softica,1
SoftnShiny,8
Sogei 創芸,3
Soho,8
Soie et Laine,8
Sojourner Design,1
Sokssawat,3
Sol Alpaca,4
Solar Flair Fibres,13
Solberg Garn,7
